Time,Lat, Long,  Bearing (Degs), Frequency (Hz), Strength
12/12/2014 12:00:00, 0.008999280057595392, -0.004499640028797696, 149.03624, 179.32054, 48.613804
12/12/2014 12:00:05, 0.008999280057595392, -0.004499640028797696, 148.64166, 179.32195, 48.758064
12/12/2014 12:00:10, 0.008999280057595392, -0.004499640028797696, 148.23795, 179.32338, 48.90324
12/12/2014 12:00:15, 0.008999280057595392, -0.004499640028797696, 147.82483, 179.32486, 49.049328
12/12/2014 12:00:20, 0.008999280057595392, -0.004499640028797696, 147.40202, 179.3264, 49.196323
12/12/2014 12:00:25, 0.008999280057595392, -0.004499640028797696, 146.96922, 179.32799, 49.344227
12/12/2014 12:00:30, 0.008999280057595392, -0.004499640028797696, 146.52614, 179.32964, 49.49303
12/12/2014 12:00:35, 0.008999280057595392, -0.004499640028797696, 146.07243, 179.33133, 49.64273
12/12/2014 12:00:40, 0.008999280057595392, -0.004499640028797696, 145.60779, 179.3331, 49.793316
12/12/2014 12:00:45, 0.008999280057595392, -0.004499640028797696, 145.13187, 179.33493, 49.94478
12/12/2014 12:00:50, 0.008999280057595392, -0.004499640028797696, 144.64432, 179.3368, 50.097107
12/12/2014 12:00:55, 0.008999280057595392, -0.004499640028797696, 144.14479, 179.33878, 50.250286
12/12/2014 12:01:00, 0.008999280057595392, -0.004499640028797696, 143.63292, 179.3408, 50.40431
12/12/2014 12:01:05, 0.008999280057595392, -0.004499640028797696, 143.10832, 179.34291, 50.559147
12/12/2014 12:01:10, 0.008999280057595392, -0.004499640028797696, 142.5706, 179.3451, 50.714787
12/12/2014 12:01:15, 0.008999280057595392, -0.004499640028797696, 142.01936, 179.34737, 50.87121
12/12/2014 12:01:20, 0.008999280057595392, -0.004499640028797696, 141.4542, 179.34972, 51.02838
12/12/2014 12:01:25, 0.008999280057595392, -0.004499640028797696, 140.87466, 179.35214, 51.186283
12/12/2014 12:01:30, 0.008999280057595392, -0.004499640028797696, 140.28038, 179.35468, 51.344883
12/12/2014 12:01:35, 0.008999280057595392, -0.004499640028797696, 139.67085, 179.3573, 51.504143
12/12/2014 12:01:40, 0.008999280057595392, -0.004499640028797696, 139.04567, 179.36002, 51.664032
12/12/2014 12:01:45, 0.008999280057595392, -0.004499640028797696, 138.40437, 179.36285, 51.8245
12/12/2014 12:01:50, 0.008999280057595392, -0.004499640028797696, 137.74648, 179.36578, 51.98551
12/12/2014 12:01:55, 0.008999280057595392, -0.004499640028797696, 137.0715, 179.36884, 52.14701
12/12/2014 12:02:00, 0.008999280057595392, -0.004499640028797696, 136.37901, 179.372, 52.30895
12/12/2014 12:02:05, 0.008999280057595392, -0.004499640028797696, 135.66849, 179.37529, 52.47126
12/12/2014 12:02:10, 0.008999280057595392, -0.004499640028797696, 134.93945, 179.37871, 52.633884
12/12/2014 12:02:15, 0.008999280057595392, -0.004499640028797696, 134.19144, 179.38225, 52.796753
12/12/2014 12:02:20, 0.008999280057595392, -0.004499640028797696, 133.42393, 179.38594, 52.959785
12/12/2014 12:02:25, 0.008999280057595392, -0.004499640028797696, 132.63646, 179.38976, 53.12291
12/12/2014 12:02:30, 0.008999280057595392, -0.004499640028797696, 131.82854, 179.39374, 53.286034
12/12/2014 12:02:35, 0.008999280057595392, -0.004499640028797696, 130.99971, 179.39786, 53.44906
12/12/2014 12:02:40, 0.008999280057595392, -0.004499640028797696, 130.14949, 179.40215, 53.611893
12/12/2014 12:02:45, 0.008999280057595392, -0.004499640028797696, 129.27745, 179.4066, 53.77442
12/12/2014 12:02:50, 0.008999280057595392, -0.004499640028797696, 128.38313, 179.41121, 53.93653
12/12/2014 12:02:55, 0.008999280057595392, -0.004499640028797696, 127.466156, 179.416, 54.098103
12/12/2014 12:03:00, 0.008999280057595392, -0.004499640028797696, 126.526115, 179.42097, 54.259
12/12/2014 12:03:05, 0.008999280057595392, -0.004499640028797696, 125.56266, 179.42613, 54.41909
12/12/2014 12:03:10, 0.008999280057595392, -0.004499640028797696, 124.57548, 179.43147, 54.57822
12/12/2014 12:03:15, 0.008999280057595392, -0.004499640028797696, 123.56428, 179.43701, 54.736244
12/12/2014 12:03:20, 0.008999280057595392, -0.004499640028797696, 122.528824, 179.44275, 54.892994
12/12/2014 12:03:25, 0.008999280057595392, -0.004499640028797696, 121.46895, 179.44868, 55.0483
12/12/2014 12:03:30, 0.008999280057595392, -0.004499640028797696, 120.384514, 179.45483, 55.201996
12/12/2014 12:03:35, 0.008999280057595392, -0.004499640028797696, 119.275475, 179.46118, 55.353886
12/12/2014 12:03:40, 0.008999280057595392, -0.004499640028797696, 118.14183, 179.46774, 55.503784
12/12/2014 12:03:45, 0.008999280057595392, -0.004499640028797696, 116.98368, 179.47452, 55.651493
12/12/2014 12:03:50, 0.008999280057595392, -0.004499640028797696, 115.801186, 179.4815, 55.796814
12/12/2014 12:03:55, 0.008999280057595392, -0.004499640028797696, 114.59462, 179.48871, 55.93954
12/12/2014 12:04:00, 0.008999280057595392, -0.004499640028797696, 113.36434, 179.49612, 56.07946
12/12/2014 12:04:05, 0.008999280057595392, -0.004499640028797696, 112.11082, 179.50374, 56.216366
12/12/2014 12:04:10, 0.008999280057595392, -0.004499640028797696, 110.8346, 179.51157, 56.35004
12/12/2014 12:04:15, 0.008999280057595392, -0.004499640028797696, 109.536385, 179.51959, 56.480274
12/12/2014 12:04:20, 0.008999280057595392, -0.004499640028797696, 108.21695, 179.52782, 56.60686
12/12/2014 12:04:25, 0.008999280057595392, -0.004499640028797696, 106.87721, 179.53624, 56.72959
12/12/2014 12:04:30, 0.008999280057595392, -0.004499640028797696, 105.5182, 179.54485, 56.848267
12/12/2014 12:04:35, 0.008999280057595392, -0.004499640028797696, 104.14105, 179.5536, 56.962692
12/12/2014 12:04:40, 0.008999280057595392, -0.004499640028797696, 102.74702, 179.56255, 57.072685
12/12/2014 12:04:45, 0.008999280057595392, -0.004499640028797696, 101.33748, 179.57162, 57.178074
12/12/2014 12:04:50, 0.008999280057595392, -0.004499640028797696, 99.913895, 179.58084, 57.278694
12/12/2014 12:04:55, 0.008999280057595392, -0.004499640028797696, 98.47784, 179.5902, 57.374413
12/12/2014 12:05:00, 0.008999280057595392, -0.004499640028797696, 97.030975, 179.59964, 57.465088
12/12/2014 12:05:05, 0.008999280057595392, -0.004499640028797696, 95.57504, 179.60919, 57.55062
12/12/2014 12:05:10, 0.008999280057595392, -0.004499640028797696, 94.111855, 179.6188, 57.63092
12/12/2014 12:05:15, 0.008999280057595392, -0.004499640028797696, 92.64328, 179.62848, 57.70591
12/12/2014 12:05:20, 0.008999280057595392, -0.004499640028797696, 91.17122, 179.63818, 57.77555
12/12/2014 12:05:25, 0.008999280057595392, -0.004499640028797696, 89.69761, 179.64792, 57.839813
12/12/2014 12:05:30, 0.008999280057595392, -0.004499640028797696, 88.224396, 179.65765, 57.898693
12/12/2014 12:05:35, 0.008999280057595392, -0.004499640028797696, 86.75353, 179.66736, 57.952217
12/12/2014 12:05:40, 0.008999280057595392, -0.004499640028797696, 85.28694, 179.67705, 58.000423
12/12/2014 12:05:45, 0.008999280057595392, -0.004499640028797696, 83.82651, 179.68666, 58.043377
12/12/2014 12:05:50, 0.008999280057595392, -0.004499640028797696, 82.374084, 179.69621, 58.08117
12/12/2014 12:05:55, 0.008999280057595392, -0.004499640028797696, 80.93145, 179.70567, 58.113907
12/12/2014 12:06:00, 0.008999280057595392, -0.004499640028797696, 79.50031, 179.71504, 58.14171
12/12/2014 12:06:05, 0.008999280057595392, -0.004499640028797696, 78.082306, 179.72427, 58.16473
12/12/2014 12:06:10, 0.008999280057595392, -0.004499640028797696, 76.678955, 179.73338, 58.18312
12/12/2014 12:06:15, 0.008999280057595392, -0.004499640028797696, 75.291695, 179.74236, 58.19706
12/12/2014 12:06:20, 0.008999280057595392, -0.004499640028797696, 73.921844, 179.75116, 58.20673
