Time,Lat, Long,  Bearing (Degs), Frequency (Hz), Strength
12/12/2014 12:00:00, 0.017998560115190784, -0.004499640028797696, 163.30075, 179.28346, 43.48058
12/12/2014 12:00:05, 0.017998560115190784, -0.004499640028797696, 163.1782, 179.28375, 43.58773
12/12/2014 12:00:10, 0.017998560115190784, -0.004499640028797696, 163.05388, 179.28407, 43.695488
12/12/2014 12:00:15, 0.017998560115190784, -0.004499640028797696, 162.92778, 179.28438, 43.803856
12/12/2014 12:00:20, 0.017998560115190784, -0.004499640028797696, 162.79984, 179.2847, 43.91284
12/12/2014 12:00:25, 0.017998560115190784, -0.004499640028797696, 162.67001, 179.28502, 44.022457
12/12/2014 12:00:30, 0.017998560115190784, -0.004499640028797696, 162.53828, 179.28535, 44.1327
12/12/2014 12:00:35, 0.017998560115190784, -0.004499640028797696, 162.4046, 179.28569, 44.243584
12/12/2014 12:00:40, 0.017998560115190784, -0.004499640028797696, 162.26892, 179.28604, 44.355114
12/12/2014 12:00:45, 0.017998560115190784, -0.004499640028797696, 162.1312, 179.28639, 44.467293
12/12/2014 12:00:50, 0.017998560115190784, -0.004499640028797696, 161.9914, 179.28674, 44.580135
12/12/2014 12:00:55, 0.017998560115190784, -0.004499640028797696, 161.84946, 179.28712, 44.69364
12/12/2014 12:01:00, 0.017998560115190784, -0.004499640028797696, 161.70534, 179.28749, 44.807827
12/12/2014 12:01:05, 0.017998560115190784, -0.004499640028797696, 161.559, 179.28787, 44.922688
12/12/2014 12:01:10, 0.017998560115190784, -0.004499640028797696, 161.41039, 179.28827, 45.038242
12/12/2014 12:01:15, 0.017998560115190784, -0.004499640028797696, 161.25945, 179.28867, 45.15449
12/12/2014 12:01:20, 0.017998560115190784, -0.004499640028797696, 161.10611, 179.28908, 45.271442
12/12/2014 12:01:25, 0.017998560115190784, -0.004499640028797696, 160.95035, 179.2895, 45.38911
12/12/2014 12:01:30, 0.017998560115190784, -0.004499640028797696, 160.7921, 179.28993, 45.507492
12/12/2014 12:01:35, 0.017998560115190784, -0.004499640028797696, 160.63129, 179.29036, 45.626606
12/12/2014 12:01:40, 0.017998560115190784, -0.004499640028797696, 160.46788, 179.29082, 45.746452
12/12/2014 12:01:45, 0.017998560115190784, -0.004499640028797696, 160.30179, 179.29128, 45.867043
12/12/2014 12:01:50, 0.017998560115190784, -0.004499640028797696, 160.13297, 179.29175, 45.988388
12/12/2014 12:01:55, 0.017998560115190784, -0.004499640028797696, 159.96135, 179.29222, 46.11049
12/12/2014 12:02:00, 0.017998560115190784, -0.004499640028797696, 159.78688, 179.29271, 46.23336
12/12/2014 12:02:05, 0.017998560115190784, -0.004499640028797696, 159.60945, 179.29321, 46.35701
12/12/2014 12:02:10, 0.017998560115190784, -0.004499640028797696, 159.42903, 179.29373, 46.48144
12/12/2014 12:02:15, 0.017998560115190784, -0.004499640028797696, 159.24553, 179.29425, 46.60667
