Date,Time,CWD_Crse,Nel_Crse,CWD_Spd,Nel_Spd,Range,Bearing,Bearing Rate,Relative Bearing,ATB
12/Dec/1995,05:46:00,25.7,151,4.6614967433,9.7862452212,30739.2147956065,116.2376564033,-0.36540767,-25.6009036216,-24.515669766
12/Dec/1995,05:47:00,6.7,149.8,4.6448824445,10.0531522386,30324.7159455043,115.8674259497,-0.3885338813,-26.7316694707,-26.329008999
12/Dec/1995,05:47:00,0,150.5,4.6422534008,10.0403024488,29915.207732052,115.4737590882,-0.3962768972,-26.3826224707,-27.9908313342
12/Dec/1995,05:47:00,360,149.9,4.6347805918,10.2127390664,29508.1883593902,115.0722123157,-0.4044938531,-27.3488243224,-26.8824923778
12/Dec/1995,05:48:00,345.4,150.5,4.7042853217,10.2214861192,29103.9518780497,114.6622973252,-0.4129268111,-27.1682991954,-26.8061735607
12/Dec/1995,05:49:00,332.8,149.9,4.7059596011,10.1720985106,28694.3490657829,114.2436795345,-0.4278074556,-27.7671384696,-28.3867378319
12/Dec/1995,05:50:00,329.1,150.4,4.7649377597,10.1197000265,28291.9261793336,113.8100025497,-0.4424592373,-27.5790564629,-29.0812715639
12/Dec/1995,05:51:00,329.7,149.8,4.9218948478,10.2265743673,27883.1511709021,113.3612828786,-0.4486451507,-28.1834452282,-27.3615102075
12/Dec/1995,05:52:00,330.6,150.1,4.9803857786,10.0872069816,27472.2530081329,112.9061561537,-0.4709908087,-29.7138443449,-27.5398310979
12/Dec/1995,05:53:00,330.2,149.5,5.0227921935,10.2764095077,27066.0466802574,112.4283367203,-0.494622281,-29.782760854,-30.1682911889
12/Dec/1995,05:54:00,329,149.6,5.0274715472,10.1775791404,26661.2219939795,111.9264638099,-0.5159149073,-30.4768399459,-30.9767385449
12/Dec/1995,05:55:00,329.7,150.6,5.1201401941,10.1053753865,26257.3785723057,111.4028861928,-0.5210701841,-30.9522086611,-29.258784539
12/Dec/1995,05:56:00,330.5,150.2,5.1805270167,10.1483826274,25851.5459918527,110.8739099286,-0.547038179,-31.2626499427,-30.7270670957
12/Dec/1995,05:57:00,330.4,150.4,5.1456936864,10.2230799237,25443.6397150133,110.3183934102,-0.5678741017,-31.583673621,-33.0619494763
12/Dec/1995,05:58:00,329,150.3,5.3280079969,10.1665649167,25042.8804828251,109.7417400513,-0.5844332026,-32.4346692052,-31.076802124
12/Dec/1995,05:59:00,329.6,150.1,5.3610765631,10.297971182,24635.2796287816,109.147952779,-0.594455988,-32.5100048005,-31.5753956595
12/Dec/1995,06:00:00,330.4,149.9,5.5726877466,10.2292718864,24230.8695906419,108.5439005838,-0.7411730415,-51.8488519115,-33.9373489277
12/Dec/1995,06:01:00,328.8,150.2,5.6971642217,10.2924083411,23919.6676883296,107.7934722528,-0.8894324419,-96.5529786922,-34.708770174
12/Dec/1995,06:02:00,329.5,149.7,5.7244481317,10.1744007202,23809.2463068884,106.9003551379,-0.9197617664,-99.0825035814,-34.2792073851
12/Dec/1995,06:03:00,331,165.2,5.6442840543,8.9489019637,23711.6029538728,105.9772598194,-0.945448011,-101.0573940674,-37.0611194282
12/Dec/1995,06:04:00,331.6,198.5,5.7560598327,8.8357708111,23631.8364489303,105.0290933675,-0.9318268918,-101.1734585497,-32.2677893976
12/Dec/1995,06:05:00,329.6,199.8,6.0903344526,9.266622432,23542.0094639738,104.0941760452,-0.8365247708,-102.6955034275,-16.3940504487
12/Dec/1995,06:06:00,328.8,200.7,6.57172286,9.4416750587,23429.7823402029,103.254046674,-0.7123327506,-103.482573267,-0.2985173044
12/Dec/1995,06:07:00,329.7,200,6.6245950916,9.5515273227,23298.5059735476,102.5380191349,-0.5733169102,-104.02113373,16.1730153289
12/Dec/1995,06:08:00,330.3,200.5,6.1772122517,9.6452538451,23175.9427041662,101.9618920136,-0.4545373684,-105.0692613461,33.4224612515
12/Dec/1995,06:09:00,329,200.4,5.4734779958,9.6631444767,23095.5654063247,101.5059110045,-0.3780216149,-105.6398176297,54.1789673591
12/Dec/1995,06:10:00,328.8,200.4,4.923861338,9.681676054,23078.4791546322,101.127693979,-0.3580880224,-105.6556932867,76.0580172812
12/Dec/1995,06:11:00,330.1,200.7,5.0179145392,9.6883609613,23124.3615765388,100.7703886108,-0.3306666314,-105.0452170407,87.3061818684
