Date,Time,CWD_Crse,Nel_Crse,CWD_Spd,Nel_Spd,Range,Bearing,Bearing Rate,Relative Bearing,ATB
12/Dec/1995,06:12:00,331.2,200.8,5.0708650884,9.7319888509,23195.2215520999,100.4407907778,-0.3264969159,-107.017986288,86.9042151349
12/Dec/1995,06:13:00,329.9,200.5,5.1666394595,9.8127455775,23275.7330456809,100.115483167,-0.3140607013,-106.5481502832,83.8563129448
12/Dec/1995,06:14:00,329.5,199.7,5.2974975012,9.6645169118,23344.3348230629,99.802402213,-0.3150169151,-106.7859663787,74.5182232122
12/Dec/1995,06:15:00,330.4,201.1,5.5940266898,9.7707445182,23387.5897418981,99.4880302177,-0.3500634582,-107.735539709,56.0213168612
12/Dec/1995,06:16:00,330.8,200.4,6.0708717199,9.6681454037,23383.3031133431,99.137995663,-0.4280976446,-107.0509211165,36.3912463067
12/Dec/1995,06:17:00,328.7,200.4,6.5410544751,9.6729630856,23321.0515860925,98.7089110345,-0.5428521554,-108.4030036935,19.0128725797
12/Dec/1995,06:18:00,328.6,200.8,6.3617867634,9.7275360956,23226.8245675435,98.1640998607,-0.6878035512,-108.2554610821,1.2122504042
12/Dec/1995,06:19:00,330.4,200,6.1000296099,9.6841371328,23125.6717999028,97.4736387044,-0.8326708861,-108.9919578171,-16.5149948128
12/Dec/1995,06:20:00,330.7,200.8,6.039453637,9.7852188915,23044.9388727502,96.6385013212,-0.9029574614,-110.2104276518,-25.5807666032
12/Dec/1995,06:21:00,328.7,200.2,6.1025709386,9.6475957886,22983.7866306227,95.7336401789,-0.8980643674,-110.9555902157,-25.4521292296
12/Dec/1995,06:22:00,329.5,200.2,6.1918989502,9.6737929815,22923.548921046,94.833718572,-0.9069295967,-111.8293448157,-26.3925631739
12/Dec/1995,06:23:00,331.1,200.6,6.2528581798,9.7511718782,22866.5830324609,93.9250431972,-0.9247330164,-112.7119019895,-28.6873864046
12/Dec/1995,06:24:00,328.9,200.4,6.2946757344,9.6815082749,22815.9750952576,92.9987882511,-0.9223702401,-112.7938864265,-27.9800008215
12/Dec/1995,06:25:00,328.7,200.4,6.3470536398,9.6904769554,22763.4289270947,92.074822105,-0.8602486511,-70.7698626729,-29.0413646103
12/Dec/1995,06:26:00,330.4,200.4,6.2822067931,9.699447688,22508.8794775274,91.2053575244,-0.8224709036,-47.3976330571,-31.669290768
12/Dec/1995,06:27:00,330.4,199.7,6.2546574226,9.6959663835,22142.9553574969,90.3697947882,-0.8392777075,-46.7134134323,-31.1511628407
12/Dec/1995,06:28:00,329.2,167.1,6.3466874252,8.4562286634,21768.9850286836,89.5166115141,-0.8855883422,-47.6442414727,-31.9184535235
12/Dec/1995,06:29:00,330.8,146.9,6.3860291485,9.7314443159,21393.2978342127,88.616012032,-0.9206287193,-47.7879867548,-33.235148546
12/Dec/1995,06:30:00,325.6,145.5,6.3519802578,9.9816565934,21017.6958770295,87.6794936486,-0.9796586138,-49.9628028686,-34.4691456245
12/Dec/1995,06:31:00,308.4,145.6,6.3124435654,10.20094402,20650.7527809102,86.6830244912,-1.0036659416,-50.4765544206,-35.3695909369
12/Dec/1995,06:32:00,287.9,144.9,6.4148464746,10.300737493,20289.9721447168,85.6621252193,-1.0370451925,-50.5690913833,-36.1342961618
12/Dec/1995,06:33:00,265.3,146,6.3835736978,10.5013456282,19927.7359815916,84.6068626685,-1.0765083209,-51.9917079473,-37.681695413
12/Dec/1995,06:34:00,242.1,145.6,6.4726934234,10.4466366921,19577.1595732279,83.511733305,-1.126759504,-53.6093959554,-38.4882151674
12/Dec/1995,06:35:00,218.8,144.7,6.5147139678,10.4966199748,19232.7823689123,82.3654829024,-1.1691773913,-54.2746747829,-39.6109534782
12/Dec/1995,06:36:00,199.1,145,6.483107975,10.4327595415,18892.1349988436,81.175932016,-1.2013967746,-55.9067260624,-40.3508696394
12/Dec/1995,06:37:00,190,145.5,6.4462791238,10.4804368452,18563.667788589,79.9540046588,-1.2349206894,-56.7131079746,-41.9830538282
12/Dec/1995,06:38:00,190.1,145.1,6.4386376235,10.5356387367,18245.0795546413,78.6982653182,-1.3009420295,-58.2368222927,-43.5964589261
12/Dec/1995,06:39:00,192.2,145.4,6.4122497173,10.4187031132,17934.5326706526,77.375575127,-1.3322743102,-59.3698853041,-44.8567875225
12/Dec/1995,06:40:00,199.3,145.2,6.480464117,10.3384895303,17635.1248264795,76.0214763026,-1.3776045961,-60.6131782279,-45.3124174592
12/Dec/1995,06:41:00,215.1,145.3,6.4198427143,10.5532507822,17341.1584257313,74.6213360485,-1.4338008038,-62.0914091338,-47.2524811678
12/Dec/1995,06:42:00,235.3,145.2,6.4278515154,10.4350212016,17059.6143378595,73.1647160553,-1.2586973724,-111.1926932524,-48.9800024369
12/Dec/1995,06:43:00,256.4,145.1,6.4119092277,10.4678177367,17020.7308639112,71.9038857703,-0.385291915,-180,-50.014023665
12/Dec/1995,06:44:00,279.2,145.1,6.4516346152,10.5642708585,17173.804247095,71.5221623518,0.0411393568,180,-50.8046742446
12/Dec/1995,06:45:00,300.8,183.2,6.3829541549,7.8125822246,17298.171211995,71.5627958443,0.1015449516,172.419787092,-50.4112712853
12/Dec/1995,06:46:00,310.4,256,6.4434071197,9.1502636875,17447.5075650317,71.6632164114,0.1334970976,146.3516134703,-49.7672380933
12/Dec/1995,06:47:00,309.2,290,6.3753117593,9.7442383066,17609.1962587637,71.7952078141,0.149109066,146.4385306478,-50.5402812932
12/Dec/1995,06:48:00,309.2,289.9,6.440838958,10.6932044052,17787.8443321589,71.9425281136,0.2823976857,146.4551022256,-50.2346594454
12/Dec/1995,06:49:00,310.7,290.1,6.430188847,11.2836767796,17809.6296655715,72.2241804057,-0.1099018351,146.945100372,-49.173832776
12/Dec/1995,06:50:00,309,289.5,6.46184148,11.7444538389,17482.62546793,72.1121453389,-0.2839649638,121.7779125801,-49.1147230765
12/Dec/1995,06:51:00,309.1,318.6,6.4143074899,9.1629915307,17075.769663528,71.8214777506,-0.2700140567,30.4839419137,-49.6631604968
12/Dec/1995,06:52:00,311,360,6.3932011394,7.4111717049,16644.9381795505,71.5445237177,-0.2587892237,13.0762472291,-50.2667136341
12/Dec/1995,06:53:00,309.6,0,6.4904326993,9.1933751305,16201.4617692322,71.2786867165,-0.2818369041,13.107571903,-50.5195358346
