Time(s),Lap,GPS_Update,GPS_Delay,Accuracy (m),Lat,Long,Altitude (m),Speed (MPH),Heading (deg),dX(m),dY(m),dZ(m),X(m),Y(m),Z(m),OBD_Update,Engine Speed (RPM) *OBD,"Accelerator Pedal (%) *OBD"""
162.68,0,0,0.01,2.5,39.73503,-103.89486,1537,86.3,103.8,-0.16,0.02,-0.03,-125.73,-340.27,149.29,1,5605.75,100
162.68,0,1,0.01,2.5,39.735015,-103.8947633,1537,87.2,103.5,-0.16,0.02,-0.03,-125.89,-340.25,149.26,0,5605.75,100
162.74,0,0,0.01,2.5,39.735015,-103.8947633,1537,87.2,103.5,-0.16,0.06,-0.01,-126.05,-340.19,149.25,0,5605.75,100
162.8,0,0,0.01,2.5,39.735015,-103.8947633,1537,87.2,103.5,-0.11,0.14,0.09,-126.16,-340.05,149.34,0,5605.75,100
162.85,0,0,0.01,2.5,39.735015,-103.8947633,1537,87.2,103.5,-0.21,0,0.16,-126.37,-340.05,149.5,0,5605.75,100
162.91,0,0,0.01,2.5,39.735015,-103.8947633,1537,87.2,103.5,-0.13,-0.04,0.42,-126.5,-340.09,149.92,1,5668.75,100
162.95,0,0,0.01,2.5,39.735015,-103.8947633,1537,87.2,103.5,0.01,-0.06,0.41,-126.49,-340.15,150.33,0,5668.75,100
162.98,0,1,0.1,2.5,39.7350017,-103.894665,1537,88,103.3,0.01,-0.06,0.41,-126.48,-340.21,150.74,0,5668.75,100
163.01,0,0,0.1,2.5,39.7350017,-103.894665,1537,88,103.3,0.13,-0.09,0.34,-126.35,-340.3,151.08,0,5668.75,100
163.06,0,0,0.1,2.5,39.7350017,-103.894665,1537,88,103.3,-0.04,-0.13,0.22,-126.39,-340.43,151.3,1,5717.25,100
163.08,0,1,0,2.5,39.7349883,-103.894565,1537,89,103.1,0.06,0.01,0.46,-126.33,-340.42,151.76,0,5717.25,100
163.12,0,0,0,2.5,39.7349883,-103.894565,1537,89,103.1,-0.19,0.01,-0.1,-126.52,-340.41,151.66,0,5717.25,100
163.27,0,0,0,2.5,39.7349883,-103.894565,1537,89,103.1,-0.28,0.08,-0.13,-126.8,-340.33,151.53,0,5717.25,100
163.28,1,1,0,2.5,39.7349733,-103.8944633,1537,89.9,102.9,0.17,-0.29,0.44,-126.63,-340.62,151.97,0,5717.25,100
163.32,1,0,0,2.5,39.7349733,-103.8944633,1537,89.9,102.9,-0.34,-0.17,-0.29,-126.97,-340.79,151.68,0,5717.25,100
163.41,1,0,0,2.5,39.7349733,-103.8944633,1537,89.9,102.9,-0.1,0.06,-0.07,-127.07,-340.73,151.61,1,5790.75,100
163.44,1,0,0,2.5,39.7349733,-103.8944633,1537,89.9,102.9,0.11,-0.19,0.3,-126.96,-340.92,151.91,0,5790.75,100
163.48,1,1,0,2.5,39.7349583,-103.8943617,1537,90.9,102.8,-0.03,0.17,0.32,-126.99,-340.75,152.23,0,5790.75,100
163.51,1,0,0,2.5,39.7349583,-103.8943617,1537,90.9,102.8,-0.25,0.15,-0.02,-127.24,-340.6,152.21,0,5790.75,100
163.55,1,0,0,2.5,39.7349583,-103.8943617,1537,90.9,102.8,-0.05,0.19,0.24,-127.29,-340.41,152.45,0,5790.75,100
163.61,1,0,0,2.5,39.7349583,-103.8943617,1537,90.9,102.8,-0.02,-0.26,0.42,-127.31,-340.67,152.87,1,5852.5,100
163.65,1,0,0,2.5,39.7349583,-103.8943617,1537,90.9,102.8,-0.03,-0.21,0.38,-127.34,-340.88,153.25,0,5852.5,100
163.71,1,1,0.03,2.5,39.7349433,-103.89426,1537,91.7,102.7,-0.16,0.05,0.15,-127.5,-340.83,153.4,0,5852.5,100
163.74,1,0,0.03,2.5,39.7349433,-103.89426,1537,91.7,102.7,-0.2,0.02,-0.01,-127.7,-340.81,153.39,0,5852.5,100
163.81,1,0,0.03,2.5,39.7349433,-103.89426,1537,91.7,102.7,-0.25,0.01,-0.08,-127.95,-340.8,153.31,1,5889.5,100
163.88,1,0,0.03,2.5,39.7349433,-103.89426,1537,91.7,102.7,-0.09,-0.15,0.09,-128.04,-340.95,153.4,0,5889.5,100
163.94,1,0,0.03,2.5,39.7349433,-103.89426,1537,91.7,102.7,-0.15,-0.02,-0.02,-128.19,-340.97,153.38,0,5889.5,100
163.97,1,0,0.03,2.5,39.7349433,-103.89426,1537,91.7,102.7,-0.07,0.05,-0.09,-128.26,-340.92,153.29,0,5889.5,100
164.02,1,0,0.03,2.5,39.7349433,-103.89426,1537,91.7,102.7,-0.02,-0.05,-0.1,-128.28,-340.97,153.19,0,5889.5,100
164.02,1,1,0.11,2.5,39.7349283,-103.894155,1537,92.6,102.6,-0.02,-0.05,-0.1,-128.3,-341.02,153.09,0,5889.5,100
164.08,1,0,0.11,2.5,39.7349283,-103.894155,1537,92.6,102.6,0.08,-0.15,-0.07,-128.22,-341.17,153.02,1,5952.25,0
164.14,1,0,0.11,2.5,39.7349283,-103.894155,1537,92.6,102.6,-0.31,0.33,-0.6,-128.53,-340.84,152.42,0,5952.25,0
164.14,1,1,0,2.5,39.7349133,-103.89405,1537,93.7,102.4,-0.2,0.7,-0.92,-128.73,-340.14,151.5,0,5952.25,0
164.19,1,0,0,2.5,39.7349133,-103.89405,1537,93.7,102.4,-0.1,0.2,-0.74,-128.83,-339.94,150.76,0,5952.25,0
164.32,1,1,0,2.5,39.7348983,-103.893945,1537,94.6,102.3,0.03,0.71,-0.99,-128.8,-339.23,149.77,0,5952.25,0
164.35,1,0,0,2.5,39.7348983,-103.893945,1537,94.6,102.3,0.07,0.56,-0.76,-128.73,-338.67,149.01,1,5853.5,0
164.38,1,0,0,2.5,39.7348983,-103.893945,1537,94.6,102.3,0.06,0.46,-0.98,-128.67,-338.21,148.03,0,5853.5,0
164.46,1,1,0,2.5,39.7348833,-103.8938383,1537,95.4,102.2,0.14,0.22,-0.91,-128.53,-337.99,147.12,0,5853.5,0
164.54,1,0,0,2.5,39.7348833,-103.8938383,1537,95.4,102.2,-0.07,0.22,-1.29,-128.6,-337.77,145.83,0,5853.5,0
164.56,1,0,0,2.5,39.7348833,-103.8938383,1537,95.4,102.2,-0.04,0.36,-1.26,-128.64,-337.41,144.57,0,5853.5,0
164.61,1,0,0,2.5,39.7348833,-103.8938383,1537,95.4,102.2,0.06,0.22,-1.13,-128.58,-337.19,143.44,0,5853.5,0
164.65,1,0,0,2.5,39.7348833,-103.8938383,1537,95.4,102.2,0,0.21,-1.01,-128.58,-336.98,142.43,1,5322,0
164.68,1,0,0,2.5,39.7348833,-103.8938383,1537,95.4,102.2,0.05,0.3,-1,-128.53,-336.68,141.43,0,5322,0
164.69,1,0,0,2.5,39.7348833,-103.8938383,1537,95.4,102.2,-0.17,0.38,-1.15,-128.7,-336.3,140.28,0,5322,0
164.72,1,1,0.06,2.5,39.7348683,-103.8937333,1538,96.1,102.2,-0.2,0.59,-1.25,-128.9,-335.71,139.03,0,5322,0
