time,Wind Direction (Degs),Wind Speed (M/Sec),Lat,Long
14:03:55,250,16.7,37.8215216,-122.4250121
14:03:56,250,16.6,37.8214519,-122.4248198
14:03:57,250,16.5,37.821375,-122.4246218
14:03:58,250,16.4,37.8212923,-122.4244227
14:03:59,250.1,16.2,37.8212169,-122.4242154
14:04:00,250.1,16.1,37.8211376,-122.4240057
14:04:01,250.1,15.9,37.8210506,-122.4237946
14:04:02,250.2,15.7,37.8209709,-122.4235754
14:04:03,250.2,15.6,37.820897,-122.4233509
14:04:04,250.2,15.4,37.8208323,-122.4231197
14:04:05,250.2,15.3,37.8207822,-122.4228817
14:04:06,250.2,15.2,37.8207155,-122.4226553
14:04:07,250.2,15,37.8206513,-122.4224344
14:04:08,250.1,15,37.8206027,-122.42221
14:04:09,250.1,14.9,37.8205526,-122.4219919
14:04:10,250,14.9,37.8205117,-122.4217707
14:04:11,250,14.9,37.8204595,-122.4215567
14:04:12,249.9,14.9,37.8204141,-122.4213382
14:04:13,249.9,14.9,37.8203594,-122.421121
14:04:14,249.8,14.9,37.8203035,-122.4209052
14:04:15,249.8,15,37.8202551,-122.4206833
14:04:16,249.8,15.1,37.8202021,-122.4204586
14:04:17,249.8,15.1,37.8201499,-122.4202341
14:04:18,249.8,15.2,37.8201034,-122.4200096
14:04:19,249.8,15.3,37.8200557,-122.4197857
14:04:20,249.8,15.4,37.8200079,-122.4195629
14:04:21,249.8,15.4,37.8199593,-122.4193426
14:04:22,249.8,15.5,37.8199064,-122.4191207
14:04:23,249.8,15.6,37.819856,-122.4188977
14:04:24,249.9,15.7,37.8198178,-122.4186711
14:04:25,249.9,15.8,37.8197794,-122.4184453
14:04:26,249.9,15.8,37.819731,-122.4182226
14:04:27,249.9,15.9,37.8196853,-122.4179998
14:04:28,249.9,15.9,37.8196422,-122.4177772
14:04:29,249.9,16,37.8195973,-122.4175536
14:04:30,249.9,16,37.819555,-122.4173292
14:04:31,249.9,16,37.8195176,-122.417105
14:04:32,249.9,16.1,37.8194765,-122.416882
14:04:33,250.1,16.1,37.8194369,-122.4166579
14:04:34,250.2,16.1,37.8193978,-122.4164331
14:04:35,250.3,16.2,37.8193625,-122.4162095
14:04:36,250.5,16.2,37.8193259,-122.4159866
14:04:37,250.7,16.3,37.8192874,-122.4157654
14:04:38,250.9,16.3,37.8192505,-122.415544
14:04:39,251.2,16.3,37.8192138,-122.4153237
14:04:40,251.5,16.4,37.8191772,-122.4151027
14:04:41,251.7,16.4,37.8191437,-122.4148806
14:04:42,252,16.4,37.8191109,-122.4146605
14:04:43,252.1,16.5,37.8190773,-122.4144405
14:04:44,252.3,16.5,37.8190396,-122.4142191
14:04:45,252.4,16.5,37.8190047,-122.4139958
14:04:46,252.4,16.5,37.81897,-122.4137742
14:04:47,252.4,16.6,37.818946,-122.4135531
14:04:48,252.4,16.6,37.8189268,-122.4133314
14:04:49,252.4,16.6,37.8189013,-122.4131091
14:04:50,252.3,16.6,37.8188773,-122.4128853
14:04:51,252.2,16.5,37.8188642,-122.4126625
14:04:52,252.2,16.5,37.8188559,-122.4124439
14:04:53,252.1,16.4,37.8188435,-122.4122283
14:04:54,251.9,16.3,37.8188374,-122.4120147
14:04:55,251.8,16.3,37.8188305,-122.4118037
14:04:56,251.6,16.2,37.8188196,-122.4115933
14:04:57,251.5,16.1,37.8188002,-122.4113817
14:04:58,251.3,16,37.8187837,-122.411168
14:04:59,251.2,15.9,37.8187678,-122.4109574
14:05:00,251.1,15.9,37.8187548,-122.4107459
14:05:01,251,15.9,37.8187375,-122.410533
14:05:02,250.9,15.9,37.8187257,-122.4103188
14:05:03,250.6,15.9,37.8187126,-122.4101036
14:05:04,250.3,16,37.8187004,-122.4098885
14:05:05,250.1,16.1,37.8186912,-122.4096734
14:05:06,249.8,16.2,37.8186825,-122.4094577
14:05:07,249.4,16.4,37.8186718,-122.4092424
14:05:08,249,16.5,37.8186656,-122.4090256
14:05:09,248.6,16.6,37.8186658,-122.4088081
14:05:10,248.2,16.7,37.8186689,-122.4085907
14:05:11,247.8,16.8,37.8186683,-122.4083702
14:05:12,247.5,16.9,37.8186677,-122.4081505
14:05:13,247.2,17,37.818671,-122.4079301
14:05:14,246.9,17,37.8186725,-122.4077092
14:05:15,246.6,17,37.8186756,-122.407487
14:05:16,246.4,17,37.8186815,-122.4072647
14:05:17,246.2,17.1,37.8186915,-122.4070425
14:05:18,246,17,37.8187036,-122.4068209
14:05:19,245.8,17,37.8187119,-122.4066001
14:05:20,245.6,17,37.8187203,-122.40638
14:05:21,245.5,17,37.8187295,-122.4061619
14:05:22,245.2,17,37.8187286,-122.405945
14:05:23,244.9,17,37.8187303,-122.4057285
14:05:24,244.7,17.1,37.8187357,-122.4055107
14:05:25,244.4,17.1,37.8187559,-122.4052937
14:05:26,244.2,17.1,37.8187925,-122.4050831
14:05:27,243.9,17.2,37.81885,-122.4048885
14:05:28,243.7,17.3,37.8189308,-122.4047226
14:05:29,243.4,17.3,37.8190263,-122.4045858
14:05:30,243.2,17.4,37.8191255,-122.4044638
14:05:31,243.1,17.5,37.8192309,-122.4043543
14:05:32,243,17.6,37.819344,-122.4042563
14:05:33,242.9,17.7,37.8194644,-122.4041656
14:05:34,242.8,17.8,37.8195862,-122.4040698
14:05:35,242.8,17.9,37.8197093,-122.4039682
14:05:36,242.8,17.9,37.8198349,-122.4038633
14:05:37,242.7,18,37.8199629,-122.4037559
14:05:38,242.6,18.1,37.8200902,-122.4036412
14:05:39,242.5,18.1,37.820217,-122.4035233
14:05:40,242.4,18.1,37.8203484,-122.4034041
14:05:41,242.3,18.1,37.8204849,-122.4032872
14:05:42,242.2,18.1,37.8206253,-122.4031723
14:05:43,242.1,18.1,37.8207653,-122.4030504
14:05:44,242.1,18,37.8209106,-122.4029383
14:05:45,242,18,37.8210566,-122.4028303
14:05:46,242,17.9,37.8212012,-122.4027143
14:05:47,242,17.9,37.8213502,-122.4026064
14:05:48,242,17.9,37.8215021,-122.4025063
14:05:49,242,17.8,37.8216516,-122.4023998
14:05:50,242,17.8,37.8217977,-122.4022834
14:05:51,242,17.8,37.821951,-122.4021823
14:05:52,242,17.7,37.8221054,-122.4020839
14:05:53,242,17.7,37.8222535,-122.4019731
14:05:54,242.1,17.7,37.8223945,-122.4018469
14:05:55,242.1,17.7,37.8225218,-122.4017034
14:05:56,242.1,17.7,37.8226205,-122.4015373
14:05:57,242.1,17.8,37.8226946,-122.4013626
14:05:58,242.2,17.8,37.8227394,-122.4011819
